user_id,tenure_days,subscription_tier,avg_daily_minutes_last_7d,avg_daily_minutes_last_30d,sessions_last_7d,sessions_last_30d,avg_completion_rate,unique_genres_watched_30d,days_since_last_session,binge_sessions_last_30d,peak_hour_viewing_pct,original_content_pct,recommendation_click_rate,fatigue_label
U003691,315,Standard,11.2,12.0,0,0,0.219,2,0,0,74.3,53.4,0.061,0
U000688,59,Basic,0.0,5.0,4,17,0.179,1,0,1,56.5,39.3,0.02,1
U006012,306,Standard,9.1,12.3,3,11,0.302,4,1,1,77.4,44.4,0.122,0
U007072,101,Standard,0.0,5.0,3,12,0.119,1,1,0,95.0,36.9,0.028,1
U000613,177,Basic,50.2,42.7,4,16,0.103,3,0,0,64.7,57.1,0.212,0
U007168,110,Premium,44.7,36.7,5,19,0.327,2,0,2,72.3,32.8,0.187,0
U009206,14,Standard,41.3,48.0,6,26,0.39,3,2,3,60.3,50.7,0.249,1
U003201,145,Basic,18.2,21.3,3,12,0.234,4,8,1,48.9,23.9,0.077,0
U002268,218,Standard,0.0,5.0,2,7,0.223,1,1,0,57.2,15.6,0.088,1
U009782,89,Standard,58.6,52.6,3,11,0.311,6,3,2,79.0,41.0,0.234,0
U006630,216,Basic,35.6,32.6,5,19,0.209,4,2,0,43.0,54.4,0.265,0
U004136,7,Standard,62.9,76.9,6,26,0.403,2,0,4,64.9,33.8,0.226,0
U001899,79,Standard,7.3,9.8,8,34,0.278,4,9,2,93.4,18.8,0.07,1
U009531,14,Standard,75.9,100.0,5,21,0.122,1,1,0,86.1,43.5,0.117,1
U008154,515,Basic,31.1,27.8,6,26,0.576,6,2,1,47.5,13.3,0.332,0
U000259,151,Premium,73.8,70.7,6,23,0.315,6,1,1,67.6,24.1,0.24,1
U002925,83,Standard,99.9,100.9,4,17,0.482,1,0,2,92.3,48.0,0.341,0
U009425,535,Standard,51.8,39.0,3,11,0.213,4,0,1,59.6,30.2,0.07,1
U004944,81,Standard,0.0,5.0,0,0,0.175,3,0,0,89.0,36.5,0.052,1
U002823,181,Basic,50.8,52.7,6,22,0.605,5,2,0,92.9,34.6,0.319,0
U006530,331,Premium,135.2,159.5,8,32,0.81,5,0,5,85.3,64.5,0.39,0
U003340,191,Standard,29.5,30.4,4,17,0.375,5,6,1,82.5,34.7,0.165,0
U003526,28,Premium,19.0,20.6,6,23,0.232,4,0,2,65.7,58.6,0.02,0
U004564,9,Premium,96.7,166.2,7,28,0.766,5,3,2,84.5,41.1,0.322,0
U009657,521,Standard,14.3,13.9,4,15,0.473,5,3,2,72.3,30.0,0.2,0
U007909,90,Standard,67.3,77.7,5,19,0.784,7,3,4,81.0,39.3,0.243,0
U005330,128,Standard,38.4,31.7,4,17,0.324,1,4,1,47.2,57.1,0.167,1
U005224,78,Premium,110.9,82.9,6,25,0.337,6,1,3,50.1,14.4,0.164,0
U002286,58,Standard,49.5,66.8,8,31,0.468,3,3,1,71.9,30.1,0.372,1
U006064,153,Basic,79.3,67.8,3,11,0.416,2,3,0,68.0,38.5,0.228,0
U004655,87,Standard,137.8,128.3,9,35,0.48,4,2,5,90.0,50.4,0.243,0
U005001,90,Standard,0.0,5.0,3,11,0.097,1,4,0,37.0,14.0,0.075,1
U006711,18,Standard,129.5,74.8,8,34,0.502,8,0,2,47.3,65.4,0.408,0
U009325,36,Basic,86.7,158.9,4,17,0.407,5,0,1,74.2,18.3,0.243,0
U000485,158,Basic,34.1,32.6,7,27,0.613,8,2,0,89.3,24.4,0.21,0
U002212,294,Standard,81.9,92.0,3,11,0.054,3,4,2,83.9,30.2,0.02,1
U005417,78,Basic,35.4,30.0,2,8,0.459,1,22,1,73.2,18.8,0.154,1
U007564,229,Basic,74.3,58.5,6,26,0.559,4,5,0,94.3,48.7,0.134,0
U002556,558,Standard,65.6,101.9,7,29,0.776,7,0,5,76.0,37.6,0.417,0
U000008,362,Standard,25.5,45.2,4,17,0.321,4,7,1,70.0,38.9,0.037,1
U003658,128,Standard,36.8,40.4,4,17,0.497,3,0,0,92.7,50.0,0.232,0
U006412,78,Standard,38.4,44.7,6,26,0.148,4,0,2,71.4,25.0,0.105,0
U009165,579,Premium,35.9,34.9,6,24,0.66,4,1,2,58.8,36.4,0.291,0
U004875,64,Standard,0.0,5.0,2,7,0.175,2,1,1,75.9,43.9,0.02,1
U004403,50,Basic,6.0,7.8,4,16,0.675,5,7,2,85.6,14.8,0.312,1
U008917,129,Standard,140.5,90.3,9,34,0.299,5,0,2,95.0,39.6,0.295,0
U005547,21,Standard,115.9,126.8,6,26,0.302,5,1,1,86.9,71.2,0.347,0
U005298,167,Basic,38.6,43.0,2,8,0.22,1,5,0,78.5,71.2,0.02,1
U002427,22,Standard,89.2,69.9,7,27,0.5,5,2,5,47.9,50.6,0.197,0
U006745,116,Basic,36.5,48.0,5,21,0.57,4,0,2,67.9,56.4,0.119,1
U001815,15,Basic,62.6,59.0,6,23,0.742,6,0,4,70.7,24.6,0.332,0
U006823,665,Basic,44.7,23.6,3,12,0.509,1,3,4,94.1,35.4,0.206,0
U009626,72,Basic,99.6,129.3,4,15,0.173,4,0,0,83.0,73.7,0.02,0
U002275,541,Standard,4.1,5.0,5,21,0.468,4,2,1,64.1,87.0,0.173,0
U001012,791,Standard,60.4,73.2,7,26,0.313,5,1,1,63.9,59.4,0.249,1
U001578,184,Premium,0.0,5.0,0,0,0.337,1,1,0,85.5,32.4,0.269,0
U007265,295,Premium,74.6,62.2,9,35,0.786,10,0,5,40.9,77.5,0.468,0
U001068,21,Standard,132.2,135.4,5,19,0.346,6,0,3,74.4,50.5,0.132,0
U001992,31,Basic,0.7,5.0,5,20,0.321,4,8,3,90.1,40.1,0.02,1
U003971,655,Basic,12.4,9.1,6,23,0.388,4,0,4,92.1,44.8,0.328,1
U009074,131,Standard,46.1,70.2,5,21,0.214,5,3,0,95.0,51.7,0.163,0
U005880,120,Basic,61.7,39.3,6,25,0.519,7,3,3,73.6,19.8,0.433,0
U008431,39,Premium,60.1,53.5,2,8,0.144,2,2,1,74.3,22.7,0.02,1
U004543,43,Basic,0.0,5.0,4,16,0.165,1,3,0,62.6,46.6,0.145,1
U009327,253,Basic,75.0,67.9,5,20,0.219,1,12,0,50.7,70.4,0.078,1
U007194,34,Standard,119.5,107.3,12,47,0.705,7,1,5,72.3,68.5,0.364,0
U003868,202,Basic,34.0,39.9,3,13,0.24,1,0,1,32.0,33.7,0.288,1
U009416,13,Standard,73.2,51.1,9,39,0.534,11,0,2,85.8,48.0,0.317,0
U006824,607,Basic,47.3,42.4,5,19,0.459,3,1,5,73.2,78.4,0.325,0
U003049,91,Premium,20.3,15.3,8,33,0.334,4,6,1,75.1,71.7,0.119,1
U000782,140,Standard,86.9,129.5,9,38,0.421,5,1,5,83.9,16.5,0.123,0
U006748,13,Basic,40.8,39.2,4,17,0.379,2,0,0,72.3,75.9,0.337,1
U002676,60,Standard,24.6,20.4,5,21,0.373,1,2,0,73.7,53.4,0.265,1
U001750,26,Basic,41.7,43.7,6,23,0.484,7,0,3,60.3,26.8,0.285,1
U006223,38,Standard,22.8,32.1,2,8,0.199,1,0,1,88.0,42.4,0.111,1
U007947,176,Standard,26.5,39.9,4,17,0.533,3,1,0,78.2,40.5,0.125,1
U002792,714,Basic,42.8,51.9,5,20,0.403,2,0,4,73.3,35.1,0.25,0
U006520,30,Basic,104.7,114.6,8,31,0.48,10,0,5,89.2,61.3,0.529,0
U005775,7,Premium,44.9,43.2,3,13,0.506,1,1,2,83.6,47.5,0.2,0
U006358,110,Standard,24.3,28.3,6,23,0.095,4,5,1,86.4,32.9,0.095,0
U004980,7,Standard,47.9,45.6,2,8,0.351,2,0,1,52.1,57.1,0.02,0
U007589,132,Standard,98.7,109.4,7,29,0.443,4,4,3,90.2,19.0,0.24,0
U001092,188,Standard,0.0,5.0,4,16,0.356,2,7,0,92.3,48.0,0.135,1
U006527,7,Standard,47.8,39.3,6,24,0.292,1,0,0,60.9,42.0,0.205,1
U009608,122,Standard,36.3,31.4,1,4,0.128,1,1,0,45.3,45.4,0.02,0
U004628,124,Basic,23.8,21.1,1,4,0.254,3,2,0,66.8,40.8,0.02,1
U002325,312,Basic,10.2,9.5,4,17,0.109,4,2,0,75.7,72.0,0.065,0
U006535,14,Standard,40.5,39.6,4,15,0.264,6,3,0,82.8,31.2,0.232,0
U008972,163,Basic,77.1,82.0,9,38,0.673,4,1,4,80.4,61.4,0.366,0
U005056,193,Standard,98.0,175.8,6,25,0.455,2,4,3,74.9,13.0,0.217,1
U002609,220,Premium,0.0,5.0,2,7,0.403,5,0,2,95.0,49.8,0.193,0
U009021,57,Basic,75.7,81.3,11,44,0.766,4,1,2,91.4,52.9,0.336,0
U002291,169,Standard,44.4,57.4,12,52,0.797,7,0,3,46.8,53.8,0.356,1
U001728,1028,Standard,0.0,5.0,3,12,0.441,2,7,0,50.5,37.2,0.227,1
U000611,7,Standard,62.4,83.8,5,21,0.671,1,2,3,65.1,35.9,0.429,0
U004667,20,Basic,40.2,57.3,5,20,0.105,4,4,2,91.7,27.9,0.11,1
U008052,34,Premium,32.5,9.8,5,21,0.651,2,1,0,56.7,29.6,0.18,0
U005414,9,Standard,69.0,93.3,5,20,0.407,2,2,0,70.6,31.8,0.259,0
U000344,102,Standard,143.9,181.7,10,41,0.657,3,0,2,65.6,48.8,0.346,0
U004684,63,Basic,44.5,48.5,5,21,0.446,2,0,2,79.0,17.8,0.211,0
U008785,150,Premium,128.6,170.6,9,35,0.518,3,1,5,84.2,42.6,0.377,0
U003751,406,Basic,63.0,83.7,5,21,0.082,1,0,1,50.6,22.6,0.02,0
U008454,104,Basic,0.0,5.0,2,7,0.109,2,0,0,84.3,53.8,0.04,0
U009308,236,Basic,59.4,75.8,7,27,0.538,4,1,5,54.1,83.8,0.335,0
U006000,29,Premium,4.0,5.0,1,4,0.05,1,3,0,92.1,78.5,0.066,0
U003216,22,Standard,97.3,92.0,5,22,0.409,6,0,4,73.5,7.3,0.309,0
U000098,100,Standard,36.0,38.9,2,8,0.209,3,3,0,61.8,46.3,0.069,1
U007388,670,Standard,4.4,5.0,7,31,0.229,2,0,2,43.1,31.1,0.136,0
U007666,58,Basic,21.0,19.1,4,17,0.212,1,2,0,54.5,67.2,0.059,0
U005177,389,Standard,145.0,92.7,9,35,0.853,10,0,2,90.6,71.8,0.518,0
U007280,167,Basic,68.9,82.8,7,28,0.405,10,0,2,43.7,57.2,0.317,0
U006166,120,Premium,73.6,89.5,3,12,0.347,6,0,3,69.3,53.0,0.02,0
U001538,205,Standard,93.5,101.2,5,19,0.393,2,0,1,83.6,23.2,0.091,0
U003589,24,Basic,105.4,81.4,6,26,0.316,7,3,1,74.1,21.0,0.357,0
U009443,48,Basic,9.3,10.0,5,20,0.399,1,8,0,95.0,21.5,0.297,1
U006986,65,Basic,71.2,71.8,7,26,0.732,3,1,3,76.3,45.6,0.263,0
U003649,163,Standard,31.2,41.0,2,8,0.373,6,2,0,70.1,44.6,0.103,0
U002658,341,Basic,110.2,109.8,8,35,0.903,7,0,5,64.7,46.4,0.565,0
U009827,116,Basic,92.8,84.4,4,17,0.281,1,0,0,35.0,9.6,0.02,0
U001518,410,Basic,60.4,73.3,4,16,0.498,2,0,3,74.5,44.9,0.28,0
U005062,460,Basic,1.9,5.0,2,8,0.126,5,1,0,78.6,40.7,0.16,1
U009350,349,Premium,86.1,66.4,6,26,0.296,5,4,2,53.0,62.0,0.141,0
U004625,522,Standard,81.5,90.0,8,33,0.388,1,0,2,40.8,44.5,0.21,0
U004273,29,Basic,10.7,7.1,6,25,0.23,4,4,3,63.2,22.4,0.209,1
U003670,107,Premium,45.1,39.5,6,23,0.345,7,3,3,56.9,25.7,0.159,0
U006567,214,Standard,10.6,11.1,3,12,0.132,1,7,0,71.2,56.5,0.202,0
U005801,64,Standard,53.9,62.7,3,12,0.34,2,4,1,46.0,23.0,0.041,1
U002091,268,Basic,98.8,96.0,6,23,0.101,5,0,1,64.6,64.0,0.031,1
U007098,8,Basic,57.1,80.3,3,13,0.213,4,3,2,82.7,54.2,0.242,1
U006172,176,Standard,73.9,69.0,9,36,0.422,6,0,4,46.9,57.4,0.19,0
U000573,90,Basic,39.3,44.8,6,26,0.14,8,0,2,40.5,61.3,0.315,0
U009559,214,Standard,72.5,41.4,9,38,0.183,5,0,0,88.3,79.6,0.188,0
U004689,141,Premium,138.6,119.1,9,40,0.399,2,1,5,87.7,53.8,0.437,0
U009075,83,Standard,76.1,87.1,7,28,0.59,4,3,3,64.9,40.0,0.332,0
U003063,164,Basic,92.8,141.2,4,16,0.249,2,2,1,74.7,81.4,0.209,0
U009294,149,Premium,0.0,5.0,2,7,0.489,1,1,1,73.6,67.6,0.02,0
U006471,193,Standard,52.9,83.5,3,13,0.398,4,0,4,90.0,40.0,0.211,0
U007161,235,Standard,80.7,67.7,5,19,0.711,3,3,4,72.3,29.3,0.277,0
U006634,133,Basic,99.2,94.2,7,31,0.48,2,0,3,66.6,49.9,0.409,1
U008492,26,Basic,62.1,68.9,5,19,0.484,5,2,2,79.0,64.7,0.231,0
U007926,54,Standard,26.5,23.4,7,28,0.712,3,2,1,84.2,64.8,0.444,0
U007346,56,Standard,76.2,110.9,6,23,0.822,6,0,2,47.3,21.7,0.333,0
U006305,86,Standard,92.4,95.6,7,28,0.321,7,3,2,69.5,50.1,0.389,0
U007901,154,Basic,0.0,5.0,2,8,0.184,1,5,0,74.9,42.2,0.02,1
U009440,226,Premium,27.1,29.8,3,12,0.67,3,1,0,92.7,41.8,0.101,0
U008186,29,Basic,66.9,79.4,5,20,0.4,4,0,3,95.0,20.2,0.271,0
U004480,154,Basic,97.2,63.4,10,42,0.784,4,1,3,40.3,37.0,0.449,0
U004949,294,Standard,84.2,79.0,4,16,0.751,3,0,1,38.3,18.3,0.328,0
U005977,9,Standard,107.3,132.2,6,26,0.44,3,1,2,95.0,76.1,0.327,0
U000371,19,Standard,0.0,5.0,4,16,0.238,4,6,1,85.7,55.3,0.166,1
U001939,124,Basic,119.2,141.5,9,39,0.403,5,3,0,86.7,76.0,0.251,0
U002353,170,Basic,59.5,82.2,2,8,0.19,4,1,0,71.7,63.8,0.067,1
U007128,58,Standard,25.1,40.0,5,21,0.362,4,5,2,42.5,16.0,0.501,0
U001754,49,Basic,103.7,113.2,6,25,0.514,5,3,4,93.7,54.0,0.235,0
U003671,48,Basic,85.9,70.2,9,35,0.394,5,1,3,91.7,58.1,0.263,0
U007299,81,Standard,38.4,41.3,6,25,0.264,2,2,0,52.8,76.2,0.294,0
U003653,316,Basic,73.3,60.5,5,22,0.57,3,4,4,53.5,59.5,0.299,0
U005202,732,Standard,0.0,5.0,3,12,0.114,2,0,2,89.3,49.2,0.078,1
U007910,121,Standard,53.5,56.9,8,32,0.56,4,1,4,52.9,11.2,0.283,0
U002362,98,Standard,99.9,108.1,7,28,0.54,2,2,4,82.4,27.3,0.303,0
U004261,22,Standard,50.9,61.7,5,21,0.269,4,1,0,70.1,48.4,0.02,1
U005433,203,Standard,47.8,57.4,4,16,0.239,5,5,1,69.4,19.1,0.304,0
U006286,151,Standard,78.8,81.5,6,24,0.202,7,0,3,33.2,31.9,0.114,0
U004992,153,Standard,58.2,48.0,3,12,0.223,3,6,1,92.3,22.4,0.076,1
U007601,198,Standard,130.9,148.9,7,28,0.543,3,1,3,78.2,28.0,0.162,0
U009463,239,Standard,57.3,49.8,4,17,0.345,2,5,1,75.1,51.4,0.046,1
U003738,250,Premium,0.0,5.0,4,16,0.18,3,13,1,67.0,37.5,0.064,1
U007521,82,Standard,63.8,65.3,8,30,0.467,5,0,2,85.5,41.9,0.386,0
U008560,317,Premium,34.8,25.4,5,19,0.523,4,2,0,54.4,59.0,0.215,1
U008927,162,Standard,87.8,103.2,5,19,0.605,8,7,1,69.9,65.4,0.359,0
U009991,107,Standard,114.6,186.5,5,20,0.41,1,1,0,93.2,18.8,0.25,0
U005592,134,Standard,0.0,5.0,3,12,0.111,6,0,1,35.7,49.0,0.201,1
U001172,715,Standard,0.0,5.0,5,20,0.573,1,3,2,66.4,37.8,0.376,0
U007371,201,Basic,71.2,31.1,6,26,0.442,6,0,0,79.8,68.8,0.369,0
U007938,158,Standard,84.9,97.6,4,16,0.526,3,10,0,64.2,12.5,0.128,1
U008087,541,Standard,72.6,50.5,3,12,0.661,2,9,2,62.8,33.4,0.111,1
U001423,7,Premium,70.5,69.6,5,21,0.289,7,5,1,56.0,38.9,0.089,1
U006783,125,Basic,22.7,15.0,1,4,0.191,3,0,0,34.6,83.0,0.264,0
U009444,86,Basic,32.1,17.4,3,12,0.498,3,0,1,83.7,43.8,0.218,1
U008140,61,Premium,66.2,77.2,3,13,0.253,3,0,2,79.1,54.2,0.269,0
U009351,21,Basic,25.7,12.9,4,16,0.364,3,1,1,73.2,28.4,0.166,0
U008019,109,Standard,23.8,22.8,5,20,0.279,8,6,0,82.2,19.2,0.072,0
U006340,60,Standard,67.4,86.7,8,35,0.355,4,0,2,86.7,37.4,0.307,0
U009648,136,Premium,23.8,19.8,2,8,0.076,2,9,1,70.7,37.3,0.17,1
U000875,7,Premium,0.0,5.0,5,21,0.303,2,0,0,60.6,19.5,0.024,1
U002298,7,Standard,75.3,107.8,5,20,0.535,9,5,1,75.4,48.7,0.249,0
U002644,185,Premium,1.3,5.0,2,8,0.074,1,4,0,68.8,43.2,0.091,1
U007532,22,Standard,92.7,109.5,8,33,0.393,8,0,3,71.6,89.3,0.236,0
U001720,49,Standard,74.3,47.0,6,22,0.592,6,0,3,43.2,81.6,0.208,0
U005348,53,Standard,102.0,106.7,8,31,0.466,13,3,2,94.8,79.6,0.352,0
U005933,51,Premium,51.6,37.9,8,32,0.397,7,0,4,81.3,72.8,0.245,0
U000841,7,Premium,107.2,74.2,5,21,0.71,4,0,1,68.6,72.2,0.173,0
U009938,203,Premium,84.7,77.4,4,15,0.581,4,2,4,80.8,58.3,0.31,0
U000582,704,Premium,0.0,5.0,6,26,0.612,6,2,1,84.5,36.2,0.117,1
U000205,167,Basic,31.3,31.0,2,8,0.111,6,2,0,78.8,31.8,0.107,1
U001642,332,Premium,55.5,53.7,10,40,0.466,9,0,0,90.3,40.7,0.563,0
U002015,136,Basic,32.1,16.6,6,23,0.34,3,2,2,77.4,32.0,0.181,1
U003254,22,Basic,8.1,8.9,2,7,0.301,3,2,0,74.5,26.5,0.107,1
U007541,38,Standard,69.7,98.7,6,26,0.283,7,3,3,84.4,14.3,0.366,1
U000906,401,Standard,105.8,132.8,7,29,0.556,4,2,2,81.4,36.1,0.209,0
U000632,406,Standard,149.4,167.3,9,39,0.374,5,1,3,72.0,45.8,0.287,0
U008421,152,Standard,18.1,10.0,5,21,0.318,5,2,1,58.3,20.1,0.178,0
U007824,234,Standard,38.7,43.2,2,8,0.178,4,3,0,95.0,68.6,0.02,0
U001975,63,Basic,43.0,50.7,6,24,0.115,1,1,1,81.3,57.7,0.146,0
U000163,180,Standard,91.8,117.4,4,16,0.432,3,0,0,54.9,74.1,0.338,0
U004999,304,Standard,77.6,74.5,4,17,0.473,1,0,3,91.6,23.3,0.333,0
U001244,335,Standard,133.0,99.7,11,48,0.668,4,0,5,62.6,9.0,0.274,0
U009451,107,Standard,22.6,24.3,5,20,0.258,2,0,1,46.3,27.4,0.257,1
U007765,193,Basic,79.9,110.9,3,13,0.1,1,7,1,63.8,64.2,0.153,1
U004714,251,Standard,47.8,50.5,7,27,0.395,4,1,2,61.6,61.6,0.317,0
U000876,30,Standard,107.1,93.4,8,33,0.467,2,1,4,89.5,37.9,0.02,0
U001432,130,Standard,14.7,16.8,8,33,0.288,4,1,2,81.1,28.1,0.021,1
U008739,16,Premium,1.5,5.0,3,12,0.248,2,16,0,81.8,41.9,0.047,1
U006869,155,Basic,48.9,60.0,2,8,0.356,1,3,2,75.3,10.7,0.124,1
U004644,25,Standard,72.1,89.4,4,16,0.602,1,0,0,61.2,32.9,0.097,1
U005081,14,Standard,69.0,39.9,3,12,0.644,3,0,3,65.2,45.1,0.38,0
U005784,20,Standard,79.8,70.3,5,19,0.331,6,1,1,55.0,52.9,0.243,0
U009139,118,Premium,126.9,168.6,5,19,0.304,5,2,5,95.0,71.1,0.409,0
U007617,69,Standard,51.2,54.0,1,4,0.258,3,4,1,83.1,41.4,0.156,0
U008040,650,Standard,115.0,150.9,8,35,0.683,10,1,7,58.8,25.9,0.304,1
U007956,135,Standard,4.2,5.0,2,7,0.212,3,0,1,86.5,30.0,0.133,1
U009438,47,Basic,118.9,185.2,7,28,0.391,4,2,2,94.3,65.0,0.268,0
U002857,44,Premium,5.6,5.0,3,11,0.388,3,1,0,69.9,42.1,0.099,0
U001862,192,Basic,76.6,43.6,0,0,0.241,3,0,1,95.0,56.8,0.191,0
U002660,192,Standard,92.4,76.6,4,17,0.323,2,9,1,79.0,33.1,0.06,1
U003385,7,Standard,85.1,88.0,11,44,0.864,3,0,5,65.9,47.5,0.468,0
U009565,85,Standard,117.4,132.9,8,33,0.539,5,1,2,83.4,64.5,0.498,0
U009777,138,Standard,139.0,162.2,8,31,0.625,4,6,4,67.2,65.9,0.334,0
U008091,357,Premium,0.0,5.0,3,11,0.541,2,0,0,47.2,24.4,0.095,1
U008348,7,Standard,53.6,47.4,4,16,0.518,5,5,3,67.6,48.3,0.303,0
U007463,441,Standard,0.0,5.0,2,7,0.227,3,3,0,79.8,35.8,0.059,1
U006887,41,Premium,5.3,7.0,1,3,0.264,1,5,1,92.9,29.4,0.137,1
U004734,475,Standard,78.6,56.6,6,25,0.3,4,0,2,87.8,56.2,0.202,1
U003332,244,Standard,59.8,84.9,6,24,0.349,10,1,2,76.2,52.5,0.02,0
U009007,64,Standard,81.9,96.4,4,16,0.327,1,1,1,95.0,59.5,0.106,0
U008636,297,Standard,55.8,65.1,6,23,0.133,7,0,2,51.4,43.3,0.02,0
U006405,11,Premium,29.6,19.9,4,17,0.619,2,0,3,92.6,52.0,0.458,0
U008347,300,Standard,59.1,81.3,3,12,0.48,2,0,1,47.4,25.0,0.174,0
U009465,301,Premium,43.0,36.9,5,22,0.222,2,0,0,55.0,42.3,0.145,0
U007061,516,Basic,25.8,22.4,6,25,0.582,5,0,1,95.0,39.3,0.258,0
U002097,155,Basic,94.1,48.8,9,38,0.722,2,5,5,53.0,9.7,0.273,0
U002004,51,Standard,39.7,37.2,4,15,0.193,4,0,1,39.6,49.9,0.04,0
U008805,208,Basic,35.6,37.1,5,19,0.591,2,4,0,70.4,30.4,0.112,0
U009733,114,Standard,37.7,31.5,3,12,0.268,2,0,3,68.1,54.3,0.06,1
U004677,8,Basic,104.6,161.3,3,11,0.278,2,2,0,65.3,30.4,0.145,1
U005018,69,Standard,92.5,86.8,6,26,0.34,8,4,2,46.8,30.0,0.388,0
U007470,73,Standard,124.7,107.2,7,29,0.368,7,1,2,82.0,84.3,0.194,0
U000547,21,Premium,12.4,19.3,6,25,0.395,7,1,3,80.3,14.9,0.194,0
U001450,206,Premium,69.6,73.2,9,39,0.332,6,7,2,47.5,80.6,0.273,1
U003987,18,Basic,29.0,27.6,3,11,0.14,6,8,0,68.5,69.0,0.086,1
U006901,46,Basic,7.1,10.0,0,0,0.414,2,0,0,83.7,17.3,0.02,1
U002611,329,Basic,72.0,77.9,9,34,0.296,3,3,4,86.5,51.7,0.219,1
U001901,145,Basic,7.3,5.8,3,11,0.239,3,0,0,76.9,37.5,0.076,1
U003921,527,Basic,107.7,127.3,8,33,0.733,5,4,1,82.1,57.4,0.299,0
U002758,397,Premium,141.0,171.5,6,23,0.571,4,2,4,79.4,23.1,0.397,0
U006125,291,Standard,67.9,89.4,4,17,0.28,3,3,2,82.2,17.9,0.242,1
U006398,71,Premium,67.1,65.8,6,24,0.425,2,15,4,93.5,32.7,0.292,0
U001886,111,Basic,152.1,153.6,11,46,0.53,5,0,3,66.8,61.3,0.317,0
U009824,39,Standard,70.0,57.6,9,39,0.368,2,2,1,89.0,43.3,0.362,0
U005739,7,Standard,88.8,62.6,6,25,0.271,2,7,1,76.7,51.4,0.32,1
U008668,35,Premium,33.2,37.9,2,8,0.211,2,7,1,74.0,45.0,0.163,1
U005891,228,Basic,50.6,27.4,6,25,0.116,2,1,1,76.0,19.4,0.02,0
U002098,181,Premium,76.3,82.6,5,19,0.323,2,2,2,74.6,29.0,0.173,0
U009290,45,Standard,99.4,88.9,10,44,0.472,7,0,6,31.7,54.9,0.248,0
U005693,207,Standard,11.8,12.8,1,4,0.312,4,9,0,65.1,33.8,0.089,0
U000500,771,Basic,43.3,55.3,9,36,0.605,2,0,0,65.7,56.7,0.106,0
U005625,8,Standard,14.7,23.1,3,12,0.617,2,0,1,54.5,31.8,0.29,1
U000837,443,Standard,52.5,70.2,9,36,0.564,2,3,2,87.2,37.0,0.263,0
U003472,271,Standard,74.4,109.1,6,23,0.312,3,9,1,79.8,46.2,0.201,0
U004698,127,Standard,20.5,20.4,8,32,0.229,4,1,1,56.3,47.8,0.051,0
U006281,315,Basic,48.0,59.0,1,4,0.225,5,2,2,39.8,28.9,0.084,1
U008884,69,Standard,28.5,32.5,5,22,0.147,1,1,4,60.4,21.0,0.2,0
U002172,12,Premium,108.7,131.8,8,30,0.449,8,0,2,73.0,52.6,0.321,1
U009232,23,Basic,40.5,40.9,1,4,0.157,1,0,1,35.5,56.3,0.247,0
U005679,224,Premium,48.4,62.9,2,8,0.446,6,1,1,59.9,28.2,0.063,0
U009185,217,Premium,165.9,154.0,11,44,0.696,8,1,6,47.1,38.0,0.549,0
U000399,250,Standard,54.0,35.5,3,11,0.102,4,4,0,69.9,16.9,0.162,0
U002011,7,Premium,33.4,25.3,5,19,0.389,4,3,0,82.8,49.2,0.119,0
U005167,42,Basic,135.0,232.1,11,43,0.33,5,1,2,61.7,56.6,0.297,1
U005872,48,Basic,0.0,5.0,3,12,0.239,1,8,0,39.4,69.7,0.02,0
U009793,7,Standard,61.7,63.2,9,34,0.404,1,0,2,82.9,71.7,0.317,0
U001284,7,Basic,10.4,10.4,4,17,0.481,4,1,1,68.3,23.4,0.096,0
U008391,167,Basic,61.3,58.6,4,15,0.074,3,15,2,86.1,10.5,0.133,1
U002449,10,Standard,6.2,8.1,4,17,0.336,8,1,2,80.3,32.1,0.313,1
U004257,1095,Basic,10.3,15.0,5,19,0.299,4,0,3,75.2,25.5,0.171,0
U001837,24,Standard,13.0,8.0,5,21,0.426,2,1,0,69.0,57.1,0.23,0
U009597,123,Premium,62.9,52.0,7,27,0.512,7,4,2,76.8,17.2,0.44,0
U001020,7,Premium,0.0,5.0,2,8,0.074,4,5,1,62.3,32.9,0.09,0
U005067,115,Basic,89.6,67.1,8,32,0.595,5,0,5,85.3,75.7,0.354,0
U001327,36,Standard,54.7,47.1,6,26,0.595,6,0,2,79.3,39.5,0.086,0
U008753,52,Basic,131.4,106.2,6,24,0.606,4,2,4,44.1,32.9,0.498,1
U000476,892,Standard,56.3,65.9,2,8,0.472,2,2,0,83.4,55.1,0.304,0
U002811,51,Basic,68.2,100.7,4,15,0.368,3,4,4,90.0,68.2,0.257,0
U008633,7,Standard,16.4,17.6,1,4,0.246,7,5,2,70.5,52.9,0.133,1
U001652,65,Standard,102.1,156.3,7,29,0.206,4,3,2,92.4,27.5,0.194,1
U009612,50,Basic,83.5,72.3,7,30,0.381,7,2,1,38.7,40.9,0.311,0
U001170,60,Basic,30.5,28.0,2,8,0.241,2,2,0,58.0,67.3,0.15,1
U002529,7,Standard,68.5,105.8,2,8,0.178,3,3,0,82.9,12.4,0.02,1
U001207,206,Standard,46.8,43.9,3,12,0.482,2,2,1,65.6,34.6,0.183,0
U006257,173,Standard,54.2,34.4,8,34,0.442,7,3,4,40.8,63.9,0.272,1
U007927,345,Basic,72.6,36.3,4,17,0.497,4,1,1,87.1,55.9,0.202,0
